Name	Institution	Researcher ID	Keywords
Alves Mirian	                                    UNICAMP  (Universidade Estadual de Campinas)                                                                     	L-5089-2013	                                                                     
Alves Moisés	                                    University of Campinas   UNICAMP                                                                     	R-4337-2018	                                                                     
Alves Monica	                                    Universidade Mogi das Cruzes, São Paulo, Brasil                                                                        ; University Braz Cubas                                                                     	C-8325-2013	                                                                     
Alves Monica	                                    UNICAMP  (Universidade Estadual de Campinas)                                                                     	J-1499-2014	                                                                     
Alves Monike	                                    ANOVA                                                                     	H-7843-2012	                                                                     
Alves Murilo	                                    UFV - Universidade Federal de Viçosa                                                                     	H-9891-2013	                                                                     
Alves Murilo	                                    Uninove - Universidade Nove de Julho                                                                     	G-5701-2017	                                                                     
Alves Nadja	                                    Federal University of Lavras (UFLA)                                                                     	A-2331-2015	                                                                     
Alves Natalia	                                    University Federal of Viçosa                                                                     	C-4153-2016	                                                                     
Alves Natália	                                    Universidade Federal de Juiz de Fora (UFJF)                                                                     	M-9411-2017	                                                                     
Alves Natália Cristina Bar	                                    UFABC (Federal University of ABC)                                                                     	P-5197-2018	                                                                     
Alves Nathália	                                    UEG                                                                     	K-4541-2015	                                                                     
Alves  Nathalia	                                    Universidade Federal do Rio de Janeiro (UFRJ)                                                                     	M-8535-2017	                                                                     
Alves Nayara	                                    São Paulo State  University, UNESP                                                                     	O-9868-2017	                                                                     
Alves Nayara	                                    Universidade Federal de Uberlândia (UFU)                                                                     	P-7132-2018	                                                                     
﻿Alves Nelson	                                    Universidade de São Paulo                                                                     	B-7598-2012	                                                                            phase transitions,                                                                            partition function zeros,                                                                            protein folding                                                                     
Alves Nelson 	                                    University of Paraíba                                                                     	D-2350-2014	                                                                     
Alves Neri	                                    UNESP                                                                     	C-8752-2012	                                                                     
Alves Odivaldo	                                    Universidade Federal Fluminense (UFF)                                                                     	A-2270-2014	                                                                     
Alves Olga	                                    Instituto Butantan - IBu                                                                     	B-4818-2016	                                                                     
Alves Orane	                                    Universidade Federal da Bahia - UFBA                                                                     	B-5718-2013	                                                                     
alves osvanira	                                    Universidade Federal Rural do Rio de Janeiro (UFRRJ)                                                                     	G-6475-2014	                                                                     
Alves Oswaldo	                                    Universidade Estadual de Campinas, UNICAMP                                                                     	J-7124-2012	                                                                            lamellar compounds; integrated chemical systems; nanocomposites; quantum dots; inorganic nanotubes; metallic nanoparticles; especial glasses for photo                                                                     
Alves Pablo	                                    Centro Paula Souza - CEETEPS                                                                     	M-6883-2017	                                                                     
Alves Patricia	                                    Uminho                                                                     	I-2009-2014	                                                                     
Alves Patricia	                                    IFRJ - Campus Rio de Janeiro                                                                     	M-8311-2017	                                                                     
Alves Patrícia 	                                    Universidade Federal de Uberlândia (UFU)                                                                     	H-9258-2018	                                                                     
Alves Paula Gonçalves	                                    UNESP Campus Franca                                                                     	E-7008-2015	                                                                     
Alves Paulo Alonso - Jr	                                    Universidade Federal  do Rio de Janeiro, UFRJ                                                                     	G-3023-2013	                                                                     
Alves Paulo Henrique	                                    UDESC - Universidade do Estado de Santa Catarina                                                                     	G-5433-2017	                                                                     
Alves Pedro	                                    UFRN Universidade Federal do Rio Grande do Norte                                                                        ; Universidade Federal do Rio Grande do Norte, UFRN                                                                     	G-5832-2015	                                                                            constitutional law.                                                                     
Alves Pedro	                                    Universidade Federal Fluminense (UFF)                                                                     	P-9246-2016	                                                                     
Alves Pedro	                                    USP  - Universidade de São Paulo / ESALQ                                                                     	P-1469-2017	                                                                     
Alves Pedro Luis	                                    FCAV / UNESP                                                                     	D-1305-2012	                                                                            weed,                                                                            competition,                                                                            interference,                                                                            allelopathy                                                                     
Alves Pollianna	                                    UEPB                                                                        ; Universidade Estadual da Paraíba                                                                     	J-2758-2013	                                                                     
Alves Pollianna	                                    Universidade Estadual da Paraíba , UEPB                                                                     	B-8159-2015	                                                                     
Alves Rafael	                                    UNIMEP - Methodist University of Piracicaba                                                                     	F-4281-2018	                                                                     
Alves Rafael	                                    UNESP  - Sao Paulo State University - Campus Araraquara                                                                     	P-3427-2018	                                                                     
Alves Rani	                                    Universidade do Vale do Paraíba - UNIVAP                                                                     	E-7565-2010	                                                                            in vivo raman spectroscopy,                                                                            human skin,                                                                            mirror therapy,                                                                            photodynamic therapy                                                                     
Alves Raphael	                                    Hospital Municipal Pimentas Bonsucesso                                                                     	G-6067-2014	                                                                     
Alves Raphael	                                    Instituto Federal da Paraiba, IFPB                                                                        ; Universidade Federal da Paraiba, UFPB                                                                     	M-4754-2017	                                                                     
Alves Rauni	                                    PUC-Campinas - Pontifícia Universidade Católica de Campinas                                                                     	J-8340-2015	                                                                     
Alves Raynara	                                    UFAL - Universidade Federal de Alagoas                                                                     	J-8069-2016	                                                                     
Alves Rebecca	                                    Universidade de  São Paulo (University of Sao Paulo), USP                                                                     	L-9250-2018	                                                                     
Alves Renan	                                    UNIVERSITY OF S. PAULO, USP                                                                     	H-3071-2016	                                                                     
Alves Renata	                                    Universidade Federal de Viçosa (UFV-Brasil)                                                                     	I-4623-2013	                                                                     
Alves Renato	                                    Núcleo de Estudos da Violência, Universidade de São Paulo (NEV/USP)                                                                     	J-8169-2015	                                                                     
ALVES RENEE	                                    Universidade Federal de Lavras                                                                     	M-9481-2017	                                                                     
Alves Ricardo	                                    Universidade Federal de Minas Gerais - UFMG                                                                     	B-1605-2008	                                                                     
Alves Ricardo 	                                    Universidade Federal de Minas Gerais                                                                     	I-7978-2015	                                                                     
Alves Ricardo	                                    Federal University of Alfenas (UNIFAL-MG)                                                                     	V-3486-2018	                                                                     
Alves Rita	                                    University of Sao Paulo - USP                                                                     	B-9853-2014	                                                                     
Alves Rita de Cassia	                                    UFF - Universidade Federal Fluminense                                                                     	L-8482-2016	                                                                     
Alves Roberto	                                    Universidade Federal  de Juiz de Fora                                                                     	E-5339-2016	                                                                     
Alves Robson	                                    Universidade Estadual de Maringá (UEM)                                                                     	H-3820-2016	                                                                     
Alves Rodrigo	                                    IFRN                                                                     	L-2613-2016	                                                                     
Alves Rodrigo	                                    Federal University of Pampa                                                                     	L-6987-2017	                                                                     
Alves Rodrigo	                                    ESALQ - Escola Superior de Agricultura "Luiz de Queiroz" - USP                                                                     	M-8049-2018	                                                                            animal reproduction, cattle, nellore, follicle, animal reproduction physiology, crescimento folicular, fisiologia da reprodução de fêmeas bovinas                                                                     
Alves Rogério	                                    ITA                                                                     	T-9682-2018	                                                                     
Alves Romulo	                                    Universidade Estadual da Paraíba                                                                     	A-7026-2009	                                                                     
Alves Ronaldo	                                    Universidade Estadual Paulista " Julio de Mesquita Filho - UNESP Campus Assis                                                                     	L-1617-2013	                                                                     
Alves Ronaldo	                                    Institute of Social Medicine, State University of Rio de Janeiro                                                                     	J-9783-2015	                                                                            epidemiology                                                                     
Alves Rosana	                                    University of São Paulo   USP                                                                     	B-1907-2014	                                                                     
Alves Rosely	                                    Instituto Butantan, IBSP                                                                     	V-9552-2017	                                                                            cell culture, e. coli, influenza                                                                     
ALVES ROSEMEIRE	                                    Universidade Federal de Minas Gerais (UFMG)                                                                     	J-8652-2015	                                                                     
﻿Alves Ruy	                                    Universidade Federal do Rio de Janeiro (UFRJ) Museu Nacional                                                                     	D-6990-2016	                                                                            botany,                                                                            biology,                                                                            phytochemistry,                                                                            plant taxonomy,                                                                            vegetation classification,                                                                            floristics and phytosociology                                                                     
Alves Sandra	                                    Universidade de São Paulo                                                                     	G-9381-2012	                                                                     
Alves Sarah	                                    Universidade Federal de São Paulo, UNIFESP                                                                     	E-4042-2012	                                                                     
Alves Sérgio	                                    Universidade Federal de Pernambuco - UFPE                                                                     	B-3811-2013	                                                                     
Alves Sidiney	                                    Unversidade Federal de São João Del Rei                                                                     	C-8393-2009	                                                                     
Alves Sidiney	                                    Universidade Federal de São João Del Rei (UFSJ)                                                                     	H-9501-2016	                                                                     
Alves Simone	                                    Instituto Federal de Educação Ciência e Tecnologia do Rio de Janeiro, IFRJ                                                                     	H-4308-2012	                                                                     
Alves Sonia	                                    Universidade de São - USP                                                                     	C-9790-2014	                                                                     
Alves Stenio	                                    Universidade Federal de São João Del Rei (UFSJ)                                                                     	B-6031-2013	                                                                     
Alves Stênio	                                    Universidade Federal de Uberlândia (UFU)                                                                     	P-3684-2016	                                                                     
Alves Suelen	                                    Universidade Estadual Paulista "Júlio de Mesquita Filho" - Campus de Jaboticabal                                                                     	I-4037-2014	                                                                     
Alves Sueli	                                    Universidade Estadual de Goiás                                                                     	B-9058-2014	                                                                     
alves sueli	                                    Universidade Estadual de Goiás - UEG                                                                     	R-5126-2017	                                                                     
Alves Suellen	                                    Universidade Estadual de Ponta Grossa, PR- BRAZIL. www.uepg.br                                                                     	M-3293-2013	                                                                            bdd electrode, eletrooxidation, hydrogen production                                                                     
Alves Sydney	                                    Universidade Federal de Santa Maria                                                                     	N-4159-2014	                                                                     
Alves Tamyres	                                    UNESP  - Sao Paulo State University - Campus Araraquara                                                                     	P-1580-2016	                                                                     
Alves Tania	                                    Department and Institute of Psychiatry, Faculty of Medicine, University of São Paulo                                                                     	H-3416-2013	                                                                            neuroimage,                                                                            elderly,                                                                            alzheimer,                                                                            depression                                                                     
Alves Tania	                                    Institute of Psychiatry, University of São Paulo                                                                     	B-6571-2008	                                                                            vbm,                                                                            vascular risk factors,                                                                            dementia,                                                                            mci,                                                                            neuropsychiatry,                                                                            mri,                                                                            pet/spect,                                                                            alzheimer's disease,                                                                            affective disorders                                                                     
Alves Tânia	                                    Universidade Tecnológica Federal do Paraná - UTFPR                                                                     	D-3775-2015	                                                                     
Alves Tânia Mara Ferreira	                                    Universidade Federal de São Carlos (UFSCar)                                                                     	Q-7803-2017	                                                                     
Alves Tania Maria	                                    FIOCRUZ                                                                     	B-4814-2009	                                                                     
ALVES TAVVS	                                    Universidade Federal de Goiás                                                                     	J-4230-2012	                                                                     
Alves Tayroni	                                    Universidade Federal do Piauí                                                                     	P-1458-2018	                                                                     
alves tayse	                                    Universidade Federal de Alagoas (UFAL)                                                                     	O-8865-2018	                                                                     
Alves Teresa 	                                    Embrapa Pecuaria Sudeste                                                                     	C-6536-2016	                                                                     
Alves Thaís 	                                    UNESP  Universidade Estadual Paulista - campus Botucatu                                                                     	C-4786-2013	                                                                     
Alves Thais	                                    USP - ESALQ                                                                     	E-5781-2015	                                                                     
Alves Thais	                                    University of Sorocaba (UNISO)                                                                     	M-3680-2018	                                                                     
Alves Thales	                                    Universidade Federal do Rio Grande do Norte                                                                     	Q-7360-2018	                                                                     
Alves Thamar	                                    Universidade Federal dos Vales do Jequtinhonha e Mucuri                                                                     	D-6621-2011	                                                                     
Alves Thayane	                                    UNICAMP  (University of Campinas)                                                                     	R-8873-2016	                                                                     
Alves Thiago	                                    Universidade Federal de Goiás (UFG)                                                                     	J-2740-2013	                                                                     
Alves Thiago	                                    Universidade de Blumenau                                                                     	C-7141-2017	                                                                     
Alves Tiago	                                    Instituto de Química , Universidade Federal da Bahia                                                                     	C-8564-2013	                                                                            computational chemistry,                                                                            theoretical chemistry                                                                     
Alves Tiago	                                    UNISINOS - University of Rio dos Sinos Valley                                                                     	D-8277-2014	                                                                     
Alves Tiago	                                    Universidade Federal de Viçosa  (UFV)                                                                     	H-7116-2016	                                                                     
Alves Ticiano	                                    Instituto Federal da Paraiba, IFPB                                                                     	D-7780-2016	                                                                     
Alves Ubiratan	                                    Universidade Estadual de Campinas                                                                     	R-2344-2017	                                                                     
Alves  Uilson	                                    UNIVERSIDADE FEDERAL DO CEARÁ, UFC                                                                     	J-4107-2015	                                                                     
Alves Valdecyr 	                                    Universidade Federal Fluminenese                                                                     	L-3060-2016	                                                                     
Alves Valeria	                                    Universidade Federal do Triângulo Mineiro - UFTM                                                                     	Q-1896-2016	                                                                     
Alves Vander	                                    University of Brasilia                                                                     	K-7000-2012	                                                                     
Alves Vanessa	                                    São Leopoldo Mandic Research Center                                                                     	D-1285-2013	                                                                     
Alves Vanessa	                                    Universidade Federal de Goiás (UFG)                                                                     	D-3949-2014	                                                                     
ALVES VANESSA	                                    Universidade de Passo Fundo (UPF)                                                                     	V-4324-2017	                                                                     
Alves Vera	                                    Private Practice                                                                     	F-6348-2012	                                                                            psychology,                                                                            health sciences,                                                                            breast cancer                                                                     
Alves Vera 	                                    FATEC                                                                     	F-7951-2017	                                                                     
Alves Vera Lúcia	                                    Santa Casa de São Paulo - FCMSCSP                                                                     	D-2385-2012	                                                                     
Alves Veronica	                                    UFAL - Universidade Federal de Alagoas                                                                     	F-6180-2017	                                                                     
Alves Verônica	                                    Universidade Federal de  Alagoas                                                                     	G-4216-2018	                                                                     
﻿alves veruska	                                    UNIFESP ( Federal University of São Paulo)                                                                     	L-9571-2014	                                                                     
ALVES Vicente	                                    Universidade Estadual de Campinas (UNICAMP)                                                                     	C-7238-2012	                                                                     
Alves Vicente Paulo	                                    Universidade Católica de Brasíia                                                                     	B-5833-2015	                                                                            philosophy and religion,                                                                            gerontology; elderly; frail,                                                                            religiosity & spirituality                                                                     
Alves Victor	                                    Universidade de São Paulo ( University Of São Paulo) USP                                                                     	C-8223-2015	                                                                     
Alves Victor 	                                    UFSC - Federal University of Santa Catarina                                                                     	Q-1789-2015	                                                                     
Alves Vilmar	                                    Universidade Federal de Rondonia                                                                     	C-2844-2009	                                                                     
Alves Vinicius	                                    Federal University of Goias                                                                     	G-7955-2015	                                                                            medicinal chemistry, drug design,                                                                            cheminformatics,                                                                            qsar, molecular docking,,                                                                            toxicology                                                                     
Alves Vinicius	                                    Universidade Federal de Ouro Preto                                                                     	R-5261-2017	                                                                     
Alves Virgínia	                                    Universidade Federal de Goiás                                                                     	F-4956-2018	                                                                     
Alves Vitor	                                    Mauá Institute of Technology                                                                     	H-7799-2012	                                                                     
Alves Viviane	                                    Universidade Federal de Minas Gerais                                                                     	C-2776-2013	                                                                     
Alves Viviane	                                    Avenues: The World School                                                                     	Q-2779-2018	                                                                     
Alves Wagner	                                    Faculdade de Ilhéus                                                                     	F-7931-2018	                                                                     
Alves Wendel	                                    Federal University of ABC                                                                     	F-5909-2012	                                                                            peptide nanostructures,                                                                            supramolecular chemistry,                                                                            electrochemistry & bioelectrochemistry & electroanalysis,                                                                            inorganic chemistry                                                                     
Alves Wigor	                                    Universidade de Brasília                                                                     	C-9325-2018	                                                                     
Alves William	                                    Universidade Federal do Ceará                                                                     	A-3770-2012	                                                                     
alves william	                                    Universidade Federal de Itajubá ( UNIFEI)                                                                     	I-4878-2016	                                                                     
Alves Wilson Eduardo	                                    HOSPITAL DE CANCER DE BARRETOS - FUNDAÇAO PIO XII                                                                     	O-4436-2016	                                                                            nuclear medicine and molecular imaging,                                                                            pet and pet-ct; pet/mr; molecular imaging; nuclear physics, experimental and theoretical; radiotherapy; computers in physics and medicine,                                                                            oncology,                                                                            oncology biomarker,                                                                            cardio-oncology,                                                                            tumoral microenvironment                                                                     
Alves Yan	                                    YAMA Construções Ltda.                                                                     	C-8589-2018	                                                                     
Alves Yuri	                                    Universidade do Estado do Rio de Janeiro (UERJ)                                                                     	F-4750-2014	                                                                     
Alves Amaral Michel	                                    Universidade do Sul de Santa Catarina - UNISUL                                                                     	B-3333-2017	                                                                     
Alves Ananias Ana Carolina 	                                    UNIVERSIDADE   FEDERAL DE GOIÁS                                                                     	C-5027-2017	                                                                     
Alves Aprigio Jade Marcel	                                    UNESP                                                                     	M-3579-2017	                                                                     
Alves Araujo Gilberto	                                    Universidade Federal do Pará (UFPA)                                                                     	V-4548-2017	                                                                     
alves araujo vanessa kelly	                                    Instituto Federal de Educação Ciência e Tecnologia de Goiás                                                                     	R-1066-2016	                                                                     
ALVES BAFFI MILLA 	                                    Universidade Federal  de Uberlândia, UFU                                                                     	J-2959-2013	                                                                     
Alves Baptista Pinheiro Rossana	                                    Universidade Federal de São Paulo (UNIFESP) - campus Guarulhos                                                                     	D-9006-2014	                                                                     
ALVES BARBOSA  LUCAS KENNEDY 	                                    Advocacia Liberal                                                                     	J-1715-2015	                                                                     
Alves Barboza Amanda Rosanna	                                    University of São Paulo   USP                                                                     	C-9976-2014	                                                                     
Alves Batista  Luciene	                                    UFMG - Universidade Federal de Minas Gerais                                                                     	I-4006-2014	                                                                     
Alves Batista Nayara	                                    Faculdade de Filosofia e Ciências - UNESP - Campus de Marília                                                                     	B-2558-2017	                                                                     
ALVES BERSOT CARLOS 	                                    LAGOA FEDERAL HOSPITAL                                                                     	G-7233-2012	                                                                     
Alves Bezerra Rodrigo	                                    Universidade Estadual de Santa Cruz, UESC                                                                     	A-8050-2012	                                                                     
Alves Bonfim de Queiroz Rafael	                                    LNCC / MCT                                                                     	I-4393-2013	                                                                     
Alves Borges Lavinia Maria 	                                    Federal University of Rio de Janeiro, UFRJ                                                                     	C-5242-2012	                                                                     
Alves Bueno Joao Carlos 	                                    Universidade Tecnológica Federal do Paraná UTFPR                                                                     	D-5719-2014	                                                                     
alves cardoso carolina	                                    Universidade Federal do Rio de Janeiro (UFRJ)                                                                     	B-1742-2014	                                                                     
Alves Cardoso Débora	                                    UFRGS (Federal University of Rio Grande do Sul)                                                                     	N-8808-2015	                                                                     
Alves Cardoso Filho Julio Alves Cardoso 	                                    University Federal of Alagoas                                                                     	C-4622-2018	                                                                     
Alves Carneiro Patricia	                                    Universidade Federal Fluminense (UFF)                                                                     	I-8426-2015	                                                                     
Alves Charotta Teresa Cristina	                                    ESPM-SP                                                                     	N-7257-2015	                                                                     
ALVES CLARO ANA PAULA 	                                    Unesp - Univ Estadual Paulista "Júlio de Mesquita Filho"                                                                     	D-4407-2012	                                                                     
Alves Corrêa Tassiane Regina	                                    Universidade Federal de São Carlos, UFSCar                                                                     	I-4883-2013	                                                                     
Alves Cunha Cilaine	                                    Universidade de São Paulo                                                                     	S-5904-2017	                                                                     
Alves da Collina Gabriela	                                    Universidade Nove de Julho                                                                     	C-7344-2016	                                                                     
